index,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,fluxQ1,fluxQ2,fluxQ3,fluxQ4
216_v,0.8847568711889418,1.7610025652240644,5.974919431813859,2.3922061675991486,1.7935582524008513,4.776309723365729,3.7569422929555216,4.417353413170232,2.53e+19,2.55e+19,2.57e+19,2.62e+19
217,5.713816551188941,5.419780400224065,0.3739888338138577,2.491912544778735,1.7170008795804375,5.723379380545315,4.043415529775935,4.6337727649906455,2.53e+19,2.58e+19,2.58e+19,2.62e+19
217_h,2.491912544778735,0.3739888338138577,5.419780400224067,5.713816551188943,4.633772764990645,4.043415529775935,5.723379380545315,1.7170008795804392,2.58e+19,2.53e+19,2.62e+19,2.58e+19
217_r,4.566184427599148,0.5598059266342714,2.2397697774036516,1.6494125421889425,0.5693687559906451,0.8634049069555214,5.9091964733657285,3.791272762400853,2.58e+19,2.62e+19,2.53e+19,2.58e+19
217_v,1.6494125421889416,2.2397697774036507,0.5598059266342723,4.5661844275991506,3.791272762400851,5.9091964733657285,0.8634049069555214,0.5693687559906451,2.62e+19,2.58e+19,2.58e+19,2.53e+19
219,3.2105112851889417,3.8010566302240645,0.5827177638138572,2.240620044778735,5.654078409580438,0.5416566453657286,0.615315059775936,2.504424108811058,2.67e+19,2.53e+19,2.47e+19,2.55e+19
219_h,2.2406200447787334,0.5827177638138572,3.801056630224064,3.210511285188943,2.504424108811058,0.615315059775936,0.5416566453657286,5.654078409580439,2.53e+19,2.67e+19,2.55e+19,2.47e+19
219_r,0.6291068975991481,5.741528661813858,5.667870247403652,3.77876119836853,3.072674021990645,2.482128676955522,5.700467543365729,4.042565262400853,2.47e+19,2.55e+19,2.67e+19,2.53e+19
219_v,3.778761198368528,5.66787024740365,5.7415286618138595,0.629106897599149,4.042565262400851,5.700467543365729,2.482128676955522,3.0726740219906468,2.55e+19,2.47e+19,2.53e+19,2.67e+19
21_h,5.953810181958321,1.9633518638138572,4.467898420224065,6.145679531188943,1.3341473088110583,0.17439467977593548,5.068785610545315,3.3003007595804377,2.57e+19,2.54e+19,2.53e+19,2.61e+19
21_r,2.9828845475991486,1.2143996966342714,6.108790627403652,4.949037998368529,0.13750577599064417,1.8152868869555228,4.319833443365729,0.3293751252212651,2.61e+19,2.53e+19,2.54e+19,2.57e+19
21_v,4.949037998368528,6.108790627403651,1.2143996966342723,2.9828845475991486,0.3293751252212651,4.319833443365729,1.8152868869555228,0.13750577599064506,2.53e+19,2.61e+19,2.57e+19,2.54e+19
22,6.0535050411889415,1.084170563044478,5.6604267509934445,5.765749701958322,2.1059154595804372,4.019497880545314,3.890132029775936,5.790993495990646,2.53e+19,2.54e+19,2.67e+19,2.62e+19
221,2.201811234009355,4.641812280224064,4.713051050813858,0.2666244247787368,3.8632098695804373,6.086357850545315,3.2154559097759368,3.0981884788110605,2.57e+19,2.47e+19,2.5e+19,2.65e+19
221_h,0.26662442477873505,4.713051050813858,4.641812280224065,2.201811234009355,3.0981884788110587,3.2154559097759368,6.0863578505453155,3.863209869580439,2.47e+19,2.57e+19,2.65e+19,2.5e+19
221_r,2.419975437599149,0.1968274566342716,3.067729397403653,3.1849968283685275,4.081374073170231,1.641373026955522,1.5701342563657281,6.016560882400853,2.5e+19,2.65e+19,2.57e+19,2.47e+19
221_v,3.1849968283685275,3.0677293974036504,0.19682745663427248,2.419975437599149,6.016560882400851,1.57013425636573,1.641373026955522,4.081374073170232,2.65e+19,2.5e+19,2.47e+19,2.57e+19
222,5.896860921188942,2.269900814224065,0.7500113638138579,5.863913721958323,4.540299889580439,1.9611414705453143,2.0085077397759363,4.792983605990646,2.56e+19,2.53e+19,2.64e+19,2.63e+19
222_h,5.863913721958321,0.7500113638138579,2.2699008142240658,5.896860921188942,4.792983605990645,2.0085077397759363,1.9611414705453143,4.540299889580439,2.53e+19,2.56e+19,2.63e+19,2.64e+19
222_r,1.7428854175991475,4.32204383663427,4.274677567403652,1.4902017011889424,0.3863243859906449,4.0132844929555205,5.533173943365728,0.4192715852212672,2.64e+19,2.63e+19,2.56e+19,2.53e+19
222_v,1.4902017011889415,4.274677567403651,4.322043836634272,1.7428854175991493,0.4192715852212654,5.533173943365728,4.0132844929555205,0.3863243859906458,2.63e+19,2.64e+19,2.53e+19,2.56e+19
224,5.210848961188942,0.046825443044478554,5.475609540993446,2.4810748647787353,3.031330969580438,5.044237760545315,2.9677169397759364,2.69673057881106,2.51e+19,2.55e+19,2.59e+19,2.66e+19
224_h,2.4810748647787335,5.475609540993444,0.04682544304447944,5.210848961188942,2.6967305788110583,2.9677169397759364,5.044237760545315,3.031330969580438,2.55e+19,2.51e+19,2.66e+19,2.59e+19
224_r,3.2518543375991484,1.2389475466342716,3.3154683674036534,3.586454728368528,1.0723363459906459,6.236359864135108,0.807575766186142,3.8021104424008527,2.59e+19,2.66e+19,2.51e+19,2.55e+19
224_v,3.586454728368528,3.3154683674036507,1.2389475466342716,3.2518543375991484,3.802110442400851,0.807575766186142,6.236359864135108,1.0723363459906459,2.66e+19,2.59e+19,2.55e+19,2.51e+19
225,4.946654321188942,6.222114970224064,0.7116593938138571,3.722062534778736,5.508777199580438,2.8428406405453153,5.950213306955522,0.06520307881105936,2.52e+19,2.58e+19,2.62e+19,2.51e+19
225_h,3.7220625347787353,0.7116593938138571,6.222114970224066,4.946654321188943,0.06520307881105847,5.950213306955522,2.8428406405453153,5.5087771995804395,2.58e+19,2.52e+19,2.51e+19,2.62e+19
225_r,0.7744081075991485,3.440344666634271,0.33297200022406415,6.217982228368529,1.3365309859906453,0.06107033695552211,5.571525913365729,2.561122772400852,2.62e+19,2.51e+19,2.52e+19,2.58e+19
225_v,6.217982228368528,0.33297200022406415,3.440344666634271,0.7744081075991502,2.56112277240085,5.571525913365729,0.06107033695552211,1.3365309859906453,2.51e+19,2.62e+19,2.58e+19,2.52e+19
226,0.41744224400935526,5.3451415502240645,5.689863700993445,3.127863354778736,2.413954359580437,1.2800152005453143,5.548437796955522,4.523432907990646,2.51e+19,2.6e+19,2.61e+19,2.54e+19
226_h,3.127863354778735,5.689863700993444,5.345141550224065,0.41744224400935614,4.523432907990646,5.548437796955522,1.2800152005453151,2.4139543595804387,2.6e+19,2.51e+19,2.54e+19,2.61e+19
226_r,3.8692309475991484,5.00317010663427,0.7347475102240644,1.759752399188942,5.865743063170231,0.9380437569555227,0.5933216061861426,3.1553219524008522,2.61e+19,2.54e+19,2.51e+19,2.6e+19
226_v,1.7597523991889403,0.7347475102240644,5.003170106634272,3.8692309475991493,3.1553219524008504,0.5933216061861426,0.9380437569555218,5.865743063170232,2.54e+19,2.61e+19,2.6e+19,2.51e+19
228,0.2507004540093547,0.9315086730444779,0.14676844381385834,1.7328299147787352,2.7224636695804385,1.9972320805453148,3.6556538097759343,0.08194178881105962,2.5e+19,2.55e+19,2.67e+19,2.57e+19
228_h,1.7328299147787334,0.14676844381385745,0.9315086730444797,0.2507004540093565,0.08194178881105874,3.6556538097759343,1.9972320805453148,2.7224636695804385,2.55e+19,2.5e+19,2.57e+19,2.67e+19
228_r,3.5607216375991486,4.2859532266342715,2.627531497403652,6.201243518368528,6.032484853170231,5.351676634135108,6.13641686336573,4.550355392400853,2.67e+19,2.57e+19,2.5e+19,2.55e+19
228_v,6.201243518368528,2.627531497403651,4.285953226634273,3.5607216375991495,4.550355392400853,6.136416863365729,5.351676634135108,6.0324848531702315,2.57e+19,2.67e+19,2.55e+19,2.5e+19
229,2.5990367640093552,0.7725524830444783,0.014732553813857407,1.7097275547787358,0.14193848440085155,4.907993740545315,5.768078696955522,6.051737895990645,2.66e+19,2.62e+19,2.6e+19,2.59e+19
229_h,1.709727554778735,0.014732553813857407,0.7725524830444783,2.5990367640093552,6.0517378959906445,5.768078696955522,4.907993740545315,0.14193848440085333,2.62e+19,2.66e+19,2.59e+19,2.6e+19
229_r,6.141246822778735,1.3751915666342711,0.5151066102240662,0.23144741118894174,3.684148543170231,5.510632824135108,6.268452753365729,4.573457752400852,2.6e+19,2.59e+19,2.66e+19,2.62e+19
229_v,0.23144741118894174,0.5151066102240645,1.3751915666342711,6.1412468227787365,4.573457752400851,6.268452753365729,5.510632824135108,3.684148543170232,2.59e+19,2.6e+19,2.62e+19,2.66e+19
22_h,5.765749701958321,5.660426750993444,1.084170563044479,6.0535050411889415,5.790993495990645,3.890132029775936,4.019497880545314,2.105915459580439,2.54e+19,2.53e+19,2.62e+19,2.67e+19
22_r,4.177269847599148,2.263687426634272,2.393053277403652,0.49219181118894184,0.22968026599064473,5.199014744135107,0.6227585561861435,0.5174356052212659,2.67e+19,2.62e+19,2.53e+19,2.54e+19
22_v,0.49219181118894095,2.3930532774036504,2.263687426634272,4.177269847599149,0.517435605221265,0.6227585561861426,5.199014744135108,0.22968026599064562,2.62e+19,2.67e+19,2.54e+19,2.53e+19
230,3.8805217511889416,0.5277503330444784,2.515053673813858,2.658948884778736,0.3559259204008516,4.755845320545315,1.849707319775936,0.24472515881105927,2.57e+19,2.68e+19,2.54e+19,2.52e+19
230_h,2.6589488847787353,2.515053673813858,0.5277503330444802,3.880521751188942,0.24472515881105839,1.849707319775936,4.7558453205453155,0.3559259204008516,2.68e+19,2.57e+19,2.52e+19,2.54e+19
230_r,5.927259386778735,1.5273399866342707,4.433477987403652,6.038460148368529,2.402663555990646,5.755434974135108,3.768131633365728,3.624236422400852,2.54e+19,2.52e+19,2.57e+19,2.68e+19
230_v,6.038460148368528,4.43347798740365,1.5273399866342725,5.927259386778736,3.624236422400852,3.768131633365728,5.755434974135108,2.402663555990646,2.52e+19,2.54e+19,2.68e+19,2.57e+19
232,3.7914898711889418,2.8924454702240645,3.859397783813858,2.741250494778736,0.30862462240085176,5.489712870545315,1.5395374397759358,0.009035288811059417,2.63e+19,2.65e+19,2.47e+19,2.48e+19
232_h,2.7412504947787353,3.859397783813858,2.8924454702240645,3.7914898711889418,0.009035288811058528,1.5395374397759358,5.489712870545315,0.30862462240085264,2.65e+19,2.63e+19,2.48e+19,2.47e+19
232_r,5.9745606847787345,0.7934724366342714,4.743647867403651,6.274150018368529,2.4916954359906445,3.3907398369555217,2.4237875233657284,3.541934812400852,2.47e+19,2.48e+19,2.63e+19,2.65e+19
232_v,6.274150018368528,4.74364786740365,0.7934724366342714,5.974560684778735,3.541934812400852,2.4237875233657284,3.3907398369555217,2.4916954359906462,2.48e+19,2.47e+19,2.65e+19,2.63e+19
233,0.4199380140093556,2.7656300952240644,4.156627793813858,3.737527384778735,2.594421699580437,4.5775375805453145,2.230586639775936,1.2479578888110598,2.56e+19,2.64e+19,2.61e+19,2.55e+19
233_h,3.7375273847787343,4.156627793813858,2.765630095224065,0.4199380140093574,1.247957888811058,2.230586639775936,4.5775375805453145,2.5944216995804386,2.64e+19,2.56e+19,2.55e+19,2.61e+19
233_r,3.6887636075991486,1.7056477266342718,4.05259866740365,5.035227418368528,5.863247293170231,3.5175552119555213,2.1265575133657286,2.545657922400853,2.61e+19,2.55e+19,2.56e+19,2.64e+19
233_v,5.035227418368528,4.05259866740365,1.7056477266342718,3.6887636075991495,2.545657922400853,2.1265575133657286,3.5175552119555213,5.8632472931702315,2.55e+19,2.61e+19,2.64e+19,2.56e+19
235,3.0455572531889414,1.2807915430444785,4.6808833608138585,6.055665491958322,5.554137419580438,0.3998666113657281,0.8245995097759362,1.6316257988110596,2.66e+19,2.57e+19,2.54e+19,2.59e+19
235_h,6.055665491958321,4.680883360813857,1.2807915430444794,3.0455572531889423,1.6316257988110578,0.8245995097759362,0.399866611365729,5.554137419580439,2.57e+19,2.66e+19,2.59e+19,2.54e+19
235_r,0.7290478875991484,5.883318695813857,5.45858579740365,4.651559508368528,3.237628053990644,5.002393764135109,1.6023019463657286,0.2275198152212674,2.54e+19,2.59e+19,2.66e+19,2.57e+19
235_v,4.6515595083685275,5.45858579740365,5.883318695813859,0.7290478875991493,0.22751981522126563,1.6023019463657278,5.002393764135108,3.2376280539906457,2.59e+19,2.54e+19,2.57e+19,2.66e+19
236,0.5980291940093556,5.157534190224064,4.419288415813858,3.2565056147787352,1.084107799580437,2.2384246905453153,0.1396546697759362,0.4323401988110591,2.54e+19,2.68e+19,2.59e+19,2.5e+19
236_h,3.2565056147787343,4.419288415813858,5.157534190224065,0.5980291940093565,0.43234019881105823,0.1396546697759362,2.2384246905453153,1.0841077995804387,2.68e+19,2.54e+19,2.5e+19,2.59e+19
236_r,5.199077507599148,4.044760616634271,6.14353063740365,5.850845108368528,5.685156113170231,1.1256511169555221,1.8638968913657283,3.0266796924008528,2.59e+19,2.5e+19,2.54e+19,2.68e+19
236_v,5.850845108368528,6.14353063740365,4.044760616634271,5.199077507599149,3.026679692400851,1.8638968913657283,1.1256511169555221,5.6851561131702315,2.5e+19,2.59e+19,2.68e+19,2.54e+19
237,1.5823902040093554,5.655718470224064,4.727448003813858,3.819402134778736,3.3548101395804384,5.516258710545315,4.794706091955522,0.8692928888110592,2.53e+19,2.61e+19,2.59e+19,2.52e+19
237_h,3.819402134778735,4.727448003813857,5.655718470224066,1.5823902040093571,0.8692928888110583,4.794706091955522,5.516258710545315,3.3548101395804384,2.61e+19,2.53e+19,2.52e+19,2.59e+19
237_r,2.9283751675991487,0.7669265966342715,1.4884792152240642,5.413892418368529,4.700795103170232,0.6274668369555219,1.5557373033657287,2.463783172400852,2.59e+19,2.52e+19,2.53e+19,2.61e+19
237_v,5.413892418368528,1.4884792152240642,0.7669265966342724,2.9283751675991496,2.463783172400852,1.5557373033657278,0.6274668369555219,4.700795103170232,2.52e+19,2.59e+19,2.61e+19,2.53e+19
238,5.601842671188942,2.6013229702240643,0.3670743038138582,1.6430445047787359,0.39834490140085155,2.9341888605453157,3.1418489897759354,3.146297288811059,2.53e+19,2.48e+19,2.53e+19,2.66e+19
238_h,1.643044504778735,0.3670743038138573,2.6013229702240643,5.601842671188942,3.146297288811059,3.1418489897759354,2.9341888605453157,0.39834490140085244,2.48e+19,2.53e+19,2.66e+19,2.53e+19
238_r,5.884840405778735,3.3489964466342714,3.1413363174036526,3.136888018368529,0.6813426359906458,3.681862336955522,5.91611100336573,4.640140802400852,2.53e+19,2.66e+19,2.53e+19,2.48e+19
238_v,3.136888018368528,3.141336317403651,3.3489964466342723,5.884840405778736,4.640140802400851,5.916111003365729,3.681862336955522,0.6813426359906458,2.66e+19,2.53e+19,2.48e+19,2.53e+19
240,0.5620474140093554,4.347799320224064,3.838681433813859,5.898318321958321,2.5118856895804385,3.112436090545316,5.229768886955522,3.17809097881106,2.49e+19,2.5e+19,2.61e+19,2.54e+19
240_h,5.898318321958321,3.838681433813857,4.347799320224066,0.5620474140093563,3.178090978811058,5.229768886955522,3.112436090545316,2.5118856895804385,2.5e+19,2.49e+19,2.54e+19,2.61e+19
240_r,3.7712996175991487,3.1707492166342712,1.053416420224064,3.105094328368528,5.721137893170231,1.9353859869555219,2.444503873365729,0.38486698522126517,2.61e+19,2.54e+19,2.49e+19,2.5e+19
240_v,3.105094328368528,1.053416420224064,3.170749216634272,3.7712996175991496,0.38486698522126517,2.444503873365729,1.9353859869555219,5.721137893170232,2.54e+19,2.61e+19,2.5e+19,2.49e+19
241,1.1748671440093554,5.262897700224064,0.8050257138138583,5.081707054778736,0.10848563840085212,0.21588111136572863,4.412793010955522,5.564887445990646,2.59e+19,2.57e+19,2.56e+19,2.6e+19
241_h,5.081707054778735,0.8050257138138575,5.262897700224065,1.1748671440093563,5.564887445990645,4.412793010955522,0.21588111136572863,0.10848563840085212,2.57e+19,2.59e+19,2.6e+19,2.56e+19
241_r,6.174699668778734,6.067304195813858,1.8703922962240647,0.7182978611889421,5.108318163170231,1.020287606955522,5.478159593365729,1.201478252400852,2.56e+19,2.6e+19,2.59e+19,2.57e+19
241_v,0.7182978611889412,1.8703922962240647,6.067304195813858,6.174699668778736,1.2014782524008503,5.478159593365729,1.020287606955522,5.108318163170232,2.6e+19,2.56e+19,2.57e+19,2.59e+19
242,6.157613561188942,0.919517203044478,2.7067761038138585,2.8461417647787357,5.969595141580438,0.25647426036572885,2.556023499775936,4.850749215990645,2.53e+19,2.67e+19,2.52e+19,2.59e+19
242_h,2.846141764778735,2.7067761038138576,0.919517203044478,6.157613561188942,4.850749215990645,2.556023499775936,0.25647426036572796,5.969595141580438,2.67e+19,2.53e+19,2.59e+19,2.52e+19
242_r,0.3135901655991482,6.026711046813857,3.7271618074036503,1.4324360911889435,0.12557174599064513,5.363668104135108,3.5764092033657278,3.4370435424008523,2.52e+19,2.59e+19,2.53e+19,2.67e+19
242_v,1.4324360911889418,3.7271618074036503,6.026711046813858,0.3135901655991482,3.4370435424008505,3.5764092033657278,5.363668104135108,0.12557174599064602,2.59e+19,2.52e+19,2.67e+19,2.53e+19
243,3.3847921331889417,2.2025259530444785,3.6288663538138586,1.9437232247787364,4.170242959580438,4.2049402805453155,1.2817446397759351,1.15725245881106,2.58e+19,2.61e+19,2.54e+19,2.48e+19
243_h,1.9437232247787346,3.6288663538138577,2.2025259530444785,3.3847921331889417,1.1572524588110582,1.2817446397759351,4.2049402805453155,4.170242959580438,2.61e+19,2.58e+19,2.48e+19,2.54e+19
243_r,2.112942347599148,2.0782450266342707,5.001440667403652,5.125932848368528,2.8983931739906446,4.080659354135108,2.6543189533657277,4.3394620824008525,2.54e+19,2.48e+19,2.58e+19,2.61e+19
243_v,5.125932848368528,5.001440667403651,2.0782450266342725,2.11294234759915,4.339462082400852,2.6543189533657277,4.080659354135108,2.8983931739906446,2.48e+19,2.54e+19,2.61e+19,2.58e+19
244,5.2405109311889415,2.4599276602240643,1.0222963038138584,3.238760544778735,5.5437831195804375,3.643575930545314,4.454164624955522,1.1028816688110599,2.59e+19,2.61e+19,2.61e+19,2.57e+19
244_h,3.238760544778734,1.0222963038138575,2.4599276602240643,5.240510931188942,1.102881668811058,4.4541646249555225,3.643575930545314,5.543783119580439,2.61e+19,2.59e+19,2.57e+19,2.61e+19
244_r,0.7394021875991488,2.6396093766342714,1.8290206822240656,5.180303638368528,1.0426743759906447,3.823257646955522,5.260889003365729,3.044424762400853,2.61e+19,2.57e+19,2.59e+19,2.61e+19
244_v,5.180303638368528,1.8290206822240656,2.6396093766342723,0.7394021875991506,3.044424762400851,5.260889003365729,3.823257646955522,1.0426743759906456,2.57e+19,2.61e+19,2.61e+19,2.59e+19
245,2.8579758171889416,4.5663647102240645,2.361783793813858,0.7925249747787362,6.228806316580438,0.6772754633657287,1.219976109775935,4.573112551990645,2.66e+19,2.57e+19,2.48e+19,2.57e+19
245_h,0.7925249747787344,2.361783793813858,4.5663647102240645,2.857975817188942,4.573112551990644,1.219976109775935,0.6772754633657279,6.228806316580439,2.57e+19,2.66e+19,2.57e+19,2.48e+19
245_r,0.0543789905991483,5.6059098438138575,5.063209197403652,1.7100727551889428,3.4252094899906442,1.7168205969555217,3.921401513365728,5.490660332400854,2.48e+19,2.57e+19,2.66e+19,2.57e+19
245_v,1.7100727551889419,5.063209197403651,5.605909843813858,0.05437899059914919,5.490660332400852,3.921401513365728,1.7168205969555217,3.425209489990646,2.57e+19,2.48e+19,2.57e+19,2.66e+19
246,4.242512141188941,0.498435473044478,3.0923008738138584,0.3906100847787357,1.2697862995804385,4.443008350545314,0.6671127197759361,5.789438105990646,2.6e+19,2.64e+19,2.6e+19,2.56e+19
246_h,0.3906100847787348,3.0923008738138575,0.4984354730444789,4.242512141188943,5.789438105990645,0.6671127197759361,4.443008350545314,1.2697862995804385,2.64e+19,2.6e+19,2.56e+19,2.6e+19
246_r,5.013399007599149,1.8401769566342718,5.61607258740365,0.4937472011889419,2.0406731659906434,5.784749834135108,3.190884433365728,5.892575222400852,2.6e+19,2.56e+19,2.6e+19,2.64e+19
246_v,0.493747201188941,5.61607258740365,1.8401769566342718,5.0133990075991495,5.892575222400851,3.190884433365728,5.784749834135108,2.040673165990645,2.56e+19,2.6e+19,2.64e+19,2.6e+19
249,6.070640661188941,2.4751434992240644,3.965882923813858,2.8319460747787346,2.424629789580438,5.422547750545315,5.870211586955522,3.152033108811059,2.53e+19,2.65e+19,2.54e+19,2.51e+19
249_h,2.8319460747787346,3.965882923813858,2.475143499224064,6.070640661188943,3.1520331088110574,5.870211586955522,5.422547750545315,2.4246297895804396,2.65e+19,2.53e+19,2.51e+19,2.54e+19
249_r,3.8585555175991484,0.8606375566342717,0.4129737202240662,3.131152198368529,0.21254464599064438,3.8080418079555223,2.3173023833657282,3.4512392324008516,2.54e+19,2.51e+19,2.53e+19,2.65e+19
249_v,3.131152198368528,0.4129737202240644,0.8606375566342734,3.85855551759915,3.4512392324008516,2.3173023833657282,3.8080418079555223,0.21254464599064526,2.51e+19,2.54e+19,2.65e+19,2.53e+19
25,0.7915170340093551,3.6212459402240644,4.227366543813858,3.7988205047787353,4.245577169580438,2.406805940545315,4.424237563955522,3.1933286588110583,2.53e+19,2.57e+19,2.59e+19,2.56e+19
251,3.4941040861889414,0.9054226730444785,1.6307717538138586,1.9818777347787346,0.46482284740085156,3.850869170545316,6.259748446955522,1.1857223288110594,2.55e+19,2.55e+19,2.52e+19,2.49e+19
251_h,1.9818777347787346,1.6307717538138577,0.9054226730444803,3.4941040861889423,1.1857223288110585,6.259748446955522,3.850869170545316,0.46482284740085156,2.55e+19,2.55e+19,2.49e+19,2.52e+19
251_r,5.818362459778735,2.432316136634271,0.023436860224066436,5.097462978368529,2.7890812209906457,5.377762634135108,4.6524135533657285,4.3013075724008525,2.52e+19,2.49e+19,2.55e+19,2.55e+19
251_v,5.097462978368528,0.02343686022406466,2.432316136634272,5.8183624597787365,4.301307572400852,4.6524135533657285,5.377762634135108,2.7890812209906457,2.49e+19,2.52e+19,2.55e+19,2.55e+19
252,2.300391714009354,5.998019630224064,0.7242546438138575,3.720731484778735,3.5297025795804373,0.9422464105453159,2.7151135397759347,4.642800286990646,2.51e+19,2.53e+19,2.57e+19,2.6e+19
252_h,3.7207314847787343,0.7242546438138575,5.998019630224064,2.300391714009356,4.642800286990645,2.7151135397759347,0.942246410545315,3.529702579580439,2.53e+19,2.51e+19,2.6e+19,2.57e+19
252_r,2.753482727599148,5.340938896634272,3.5680717674036515,1.6403850201889423,3.982793593170232,0.285165676955522,5.558930663365729,2.562453822400853,2.57e+19,2.6e+19,2.51e+19,2.53e+19
252_v,1.6403850201889414,3.5680717674036506,5.340938896634272,2.753482727599149,2.562453822400851,5.558930663365729,0.285165676955522,3.982793593170232,2.6e+19,2.57e+19,2.53e+19,2.51e+19
253,3.0509127711889414,2.278896755224064,6.073142210993446,3.6756491747787354,0.129806632400852,1.1240347805453155,3.092739979775935,2.389613928811059,2.63e+19,2.51e+19,2.48e+19,2.63e+19
253_h,3.6756491747787345,6.073142210993444,2.278896755224064,3.0509127711889423,2.389613928811059,3.092739979775935,1.1240347805453146,0.129806632400852,2.51e+19,2.63e+19,2.63e+19,2.48e+19
253_r,6.153378674778734,5.1591505266342725,3.1904453274036513,3.893571378368529,3.2322725359906457,4.004288551955522,0.21004309618614236,2.6075361324008526,2.48e+19,2.63e+19,2.63e+19,2.51e+19
253_v,3.893571378368528,3.1904453274036504,5.1591505266342725,6.153378674778736,2.6075361324008526,0.21004309618614236,4.004288551955522,3.2322725359906457,2.63e+19,2.48e+19,2.51e+19,2.63e+19
255,5.803893171188942,4.950004480224065,4.850312555813859,6.067464161958322,4.367497869580438,2.6378147605453144,2.9447146797759345,2.9559679188110586,2.49e+19,2.48e+19,2.63e+19,2.67e+19
255_h,6.067464161958321,4.850312555813858,4.950004480224066,5.8038931711889425,2.9559679188110586,2.9447146797759345,2.6378147605453144,4.367497869580438,2.48e+19,2.49e+19,2.67e+19,2.63e+19
255_r,1.91568743759915,3.645370546634271,3.3384706274036517,3.3272173883685294,0.4792921359906446,1.3331808269555214,1.4328727513657284,0.2157211452212664,2.63e+19,2.67e+19,2.49e+19,2.48e+19
255_v,3.3272173883685277,3.338470627403651,3.645370546634272,1.91568743759915,0.2157211452212655,1.4328727513657284,1.3331808269555214,0.47929213599064546,2.67e+19,2.63e+19,2.48e+19,2.49e+19
256,0.39956510400935574,2.1056187130444783,2.982225333813858,4.6916371747787355,3.7942205095804376,2.812541210545316,2.102748279775936,5.512561145990645,2.51e+19,2.59e+19,2.67e+19,2.54e+19
256_h,4.691637174778735,2.982225333813858,2.1056187130444783,0.39956510400935663,5.512561145990644,2.102748279775936,2.812541210545316,3.7942205095804393,2.59e+19,2.51e+19,2.54e+19,2.67e+19
256_r,2.4889647975991487,3.4706440966342713,4.180437027403652,0.7706241611889428,5.8836202031702305,4.177566594135108,3.300959973365728,1.5915481324008525,2.67e+19,2.54e+19,2.51e+19,2.59e+19
256_v,0.770624161188942,4.18043702740365,3.470644096634272,2.4889647975991487,1.5915481324008525,3.300959973365728,4.177566594135108,5.883620203170231,2.54e+19,2.67e+19,2.59e+19,2.51e+19
257,3.336606825188942,2.9121456382240645,0.5452668738138584,3.3378983247787346,4.891496989580438,0.6875478203657286,5.408443916955521,4.058532269990645,2.68e+19,2.57e+19,2.52e+19,2.56e+19
257_h,3.3378983247787346,0.5452668738138575,2.9121456382240645,3.3366068251889427,4.058532269990646,5.408443916955521,0.6875478203657295,4.891496989580439,2.57e+19,2.68e+19,2.56e+19,2.52e+19
257_r,1.3916883175991481,5.595637486813858,0.8747413902240666,2.2246530371889435,2.9465784819906453,3.3710396689555218,5.737918433365729,2.9452869824008516,2.52e+19,2.56e+19,2.68e+19,2.57e+19
257_v,2.2246530371889417,0.8747413902240648,5.5956374868138585,1.391688317599149,2.9452869824008516,5.737918433365729,3.3710396689555218,2.9465784819906453,2.56e+19,2.52e+19,2.57e+19,2.68e+19
258,3.3150200121889415,0.05044366304447845,2.6709952738138583,1.2604435547787354,4.248423379580437,1.4535449805453151,3.7418107997759353,5.361814735990645,2.55e+19,2.59e+19,2.57e+19,2.57e+19
258_h,1.2604435547787345,2.6709952738138574,0.05044366304447934,3.315020012188942,5.361814735990644,3.7418107997759353,1.4535449805453151,4.248423379580439,2.59e+19,2.55e+19,2.57e+19,2.57e+19
258_r,2.034761927599149,4.829640326634271,2.5413745074036527,0.9213705711889428,2.9681652949906443,6.232741644135108,3.612190033365728,5.022741752400853,2.57e+19,2.57e+19,2.55e+19,2.59e+19
258_v,0.921370571188942,2.541374507403651,4.829640326634272,2.034761927599149,5.022741752400852,3.612190033365728,6.232741644135108,2.9681652949906443,2.57e+19,2.57e+19,2.59e+19,2.55e+19
25_h,3.7988205047787345,4.227366543813858,3.621245940224064,0.791517034009356,3.1933286588110583,4.424237563955522,2.406805940545315,4.2455771695804385,2.57e+19,2.53e+19,2.56e+19,2.59e+19
25_r,2.0376081375991486,3.8763793666342714,1.8589477432240642,3.0898566483685297,5.491668273170231,2.6619393669555222,2.0558187633657283,2.4843648024008527,2.59e+19,2.56e+19,2.53e+19,2.57e+19
25_v,3.089856648368528,1.8589477432240642,3.8763793666342714,2.0376081375991504,2.484364802400851,2.0558187633657283,2.6619393669555222,5.491668273170232,2.56e+19,2.59e+19,2.57e+19,2.53e+19
26,0.40146780400935533,5.110343140224064,4.020521113813858,2.190649044778736,1.0883696395804385,5.831386900545315,3.287265929775936,4.272508373990646,2.48e+19,2.57e+19,2.48e+19,2.59e+19
261,5.396015571188942,4.694724370224065,5.511299040993444,0.4705555547787359,2.6263717095804378,1.5884438805453147,5.735655906955522,6.092317885990646,2.56e+19,2.57e+19,2.66e+19,2.55e+19
261_h,0.470555554778735,5.5112990409934435,4.6947243702240655,5.396015571188943,6.092317885990645,5.735655906955522,1.5884438805453147,2.6263717095804395,2.57e+19,2.56e+19,2.55e+19,2.66e+19
261_r,3.6568135975991485,4.6947414266342715,0.5475294002240645,0.1908674211889423,0.8871697359906445,1.5884609369555207,0.7718862661861419,5.812629752400852,2.66e+19,2.55e+19,2.56e+19,2.57e+19
